ID,NCP,SEC,GRU,NMANZ,NPARC,ZONA_ACTIVIDAD,CATEGORIA_TRIBUTARIA_PRELIMINAR,COEFICIENTE,CRITERIO
25059,0100010011340000--001--,1,134,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25060,0100010112250000--002--,11,225,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25061,0100010163070000--007--,16,307,0,7,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25062,0100010162880000--001--,16,288,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25063,0100011020020000--004--,102,2,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25064,0100010102040000--004--,10,204,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25065,0100010123240000--020--,12,324,0,20,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25066,0100010102040000--003--,10,204,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25067,0100010170030000--004--,17,3,0,4,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25068,0100010101160000--001--,10,116,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25069,0100010123240000--019--,12,324,0,19,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25070,0100010101620000--004--,10,162,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25071,0100010162880000--002--,16,288,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25072,0100010123240000--024--,12,324,0,24,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25073,0100010101830000--001--,10,183,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25074,0100010123240000--021--,12,324,0,21,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25075,0100011020020000--003--,102,2,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25076,0100010162880000--003--,16,288,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25077,0100010021430000--001--,2,143,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25078,0100010163070000--001--,16,307,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25079,0100010011350000--001--,1,135,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25080,0100010163070000--002--,16,307,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25081,0100010030060000--002--,3,6,0,2,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25082,0100011020030000--005--,102,3,0,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25083,0100010112470000--002--,11,247,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25084,0100011020030000--004--,102,3,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25085,0100010102040000--001--,10,204,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25086,0100011020030000--003--,102,3,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25087,0100010163070000--003--,16,307,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25088,0100010123240000--017--,12,324,0,17,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25089,0100011020030000--002--,102,3,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25090,0100010021360000--001--,2,136,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25091,0100010112680000--001--,11,268,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25092,0100010090720000--001--,9,72,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25093,0100010170030001--001--,17,3,1,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25094,0100010112890000--004--,11,289,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25095,0100011020030000--001--,102,3,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25096,0100010123240000--018--,12,324,0,18,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25097,0100010101390000--001--,10,139,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25098,0100010030500000--005--,3,50,0,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25099,0100011020130000--001--,102,13,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25100,0100010123240000--016--,12,324,0,16,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25101,0100011020070256--002--,102,7,256,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25102,0100010102040000--002--,10,204,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25103,0100010112680000--002--,11,268,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25104,0100010112260000--003--,11,226,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25105,0100010123240000--015--,12,324,0,15,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25106,0100011020060000--001--,102,6,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25107,0100010123240000--014--,12,324,0,14,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25108,0100010163070000--006--,16,307,0,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25109,0100010112680000--003--,11,268,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25110,0100010101840000--002--,10,184,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25111,0100010170030000--032--,17,3,0,32,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25112,0100010123240000--013--,12,324,0,13,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25113,0100010170030000--003--,17,3,0,3,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25114,0100010030280000--001--,3,28,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25115,0100010101620000--001--,10,162,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25116,0100010123240000--012--,12,324,0,12,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25117,0100010090940000--001--,9,94,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25118,0100010123240000--011--,12,324,0,11,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25119,0100010123240000--025--,12,324,0,25,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25120,0100010123240000--010--,12,324,0,10,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25121,0100010112260000--001--,11,226,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25122,0100010123240000--009--,12,324,0,9,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25123,0100010101620000--002--,10,162,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25124,0100010030500000--004--,3,50,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25125,0100010113080000--006--,11,308,0,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25126,0100010123240000--001--,12,324,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25127,0100010090940000--002--,9,94,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25128,0100010101400000--003--,10,140,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25129,0100010123240000--002--,12,324,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25130,0100010123240000--007--,12,324,0,7,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25131,0100011020040241--005--,102,4,241,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25132,0100010030500000--001--,3,50,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25133,0100011020140000--001--,102,14,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25134,0100010113080000--005--,11,308,0,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25135,0100011020040241--004--,102,4,241,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25136,0100010123240000--006--,12,324,0,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25137,0100010101620000--003--,10,162,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25138,0100010123240000--003--,12,324,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25139,0100011020040241--003--,102,4,241,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25140,0100010123240000--004--,12,324,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25141,0100010123240000--005--,12,324,0,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25142,0100010021410000--001--,2,141,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25143,0100011020040241--002--,102,4,241,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25144,0100010112260000--002--,11,226,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25145,0100010113080000--007--,11,308,0,7,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25146,0100010021370000--001--,2,137,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25147,0100010030500000--002--,3,50,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25148,0100010112890000--001--,11,289,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25149,0100011020040241--001--,102,4,241,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25150,0100010030500000--003--,3,50,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25151,0100010113080000--004--,11,308,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25152,0100011020380000--001--,102,38,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25153,0100010030510000--002--,3,51,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25154,0100010112890000--002--,11,289,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25155,0100010101170000--001--,10,117,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25156,0100010112890000--003--,11,289,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25157,0100010112480000--001--,11,248,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25158,0100010112690000--002--,11,269,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25159,0100010123250000--013--,12,325,0,13,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25160,0100011020150000--001--,102,15,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25161,0100010030950000--003--,3,95,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25162,0100010112480000--002--,11,248,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25163,0100011020160272--002--,102,16,272,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25164,0100010123250000--016--,12,325,0,16,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25165,0100010101840000--001--,10,184,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25166,0100010113080000--001--,11,308,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25167,0100010123250000--012--,12,325,0,12,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25168,0100010113080000--003--,11,308,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25169,0100010170020000--001--,17,2,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25170,0100010123250000--011--,12,325,0,11,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25171,0100010021380000--001--,2,138,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25172,0100010030070000--001--,3,7,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25173,0100011020520000--001--,102,52,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25174,0100010112480000--003--,11,248,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25175,0100010123250000--017--,12,325,0,17,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25176,0100010102050000--001--,10,205,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25177,0100011020390000--001--,102,39,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25178,0100010030730000--001--,3,73,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25179,0100010101400000--001--,10,140,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25180,0100010123250000--010--,12,325,0,10,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25181,0100011020890000--001--,102,89,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25182,0100010112270000--004--,11,227,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25183,0100010102050000--002--,10,205,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25184,0100010101400000--002--,10,140,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25185,0100011020530417--001--,102,53,417,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25186,0100011020160273--001--,102,16,273,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25187,0100011020400364--002--,102,40,364,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25188,0100010123250000--009--,12,325,0,9,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25189,0100010113080000--002--,11,308,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25190,0100011020800000--001--,102,80,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25191,0100010021360000--002--,2,136,0,2,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25192,0100011020400364--001--,102,40,364,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25193,0100010030950000--001--,3,95,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25194,0100011020400363--001--,102,40,363,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25195,0100010170030000--001--,17,3,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25196,0100011020810537--007--,102,81,537,7,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25197,0100010113090000--003--,11,309,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25198,0100011020400392--019--,102,40,392,19,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25199,0100011020400392--012--,102,40,392,12,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25200,0100010000000262--002--,0,0,262,2,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
25201,0100011020810522--001--,102,81,522,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25202,0100010021390000--001--,2,139,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25203,0100011020400392--011--,102,40,392,11,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25204,0100011020400392--001--,102,40,392,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25205,0100011020530444--001--,102,53,444,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25206,0100010101630000--001--,10,163,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25207,0100010170030000--002--,17,3,0,2,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25208,0100011020400392--010--,102,40,392,10,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25209,0100011020810537--001--,102,81,537,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25210,0100011020400392--002--,102,40,392,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25211,0100011020400392--003--,102,40,392,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25212,0100011020400392--009--,102,40,392,9,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25213,0100010030290000--001--,3,29,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
25214,0100011020810537--002--,102,81,537,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25215,0100010000000262--003--,0,0,262,3,ZONA_2,B,0.95,"Fuera de Zona 1, con NMANZ > 0 (proxy de tejido urbano consolidado)"
25216,0100011020810523--001--,102,81,523,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25217,0100011020810523--004--,102,81,523,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
25218,0100011020400392--008--,102,40,392,8,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
